Ticker,TotalAssets_2022,TotalAssets_2021,TotalAssets_2020,CurrentAssets_2022,CurrentAssets_2021,CurrentAssets_2020,CurrentLiabilities_2022,CurrentLiabilities_2021,CurrentLiabilities_2020,LongTermDebt_2022,LongTermDebt_2021,LongTermDebt_2020,NetSales_2022,NetSales_2021,NetSales_2020,GrossMargin_2022,GrossMargin_2021,GrossMargin_2020,NetIncomeFromContinuingOps_2022,NetIncomeFromContinuingOps_2021,NetIncomeFromContinuingOps_2020,NetCashFromOperatingActivities_2022,NetCashFromOperatingActivities_2021,NetCashFromOperatingActivities_2020,SharesOutstanding_2022,SharesOutstanding_2021,SharesOutstanding_2020
ADDYY,20296,22137,21053,11732,13944,12154,9257,8965,8827,2946,2466,2482,22511,21234,18435,10644,10765,9222,254,1492,461,-458,2873,1366,178537198,191594855,195055060
